id_centro_edu,centro_edu,tipo_edu,Pub_Priv,barrio,id_barrio,distrito,id_distrito,direccion,num,coordenada_x,coordenada_y,geometry
2509,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    RECTOR ROYO-VILLANOVA                             ,6,0.0,0.0,POINT (-7.488743884387038 0)
2510,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ARMENTEROS                                        ,46,439533.62,4479618.5,POINT (-3.713230489440819 40.46504053415725)
2511,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    SANCHEZ PRECIADO                                  ,12,439685.62,4478904.5,POINT (-3.711369851301189 40.45861959531839)
2512,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,PLAZA                    ESPAÃA                                            ,10,439443.6,4474852.5,POINT (-3.7138379014593728 40.42209989972733)
2513,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    TUTOR                                             ,27,439301.6,4475494.5,POINT (-3.715572959416529 40.42787296855504)
2514,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    TUTOR                                             ,35,439231.6,4475609.5,POINT (-3.7164091205955008 40.42890382740413)
2515,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    FERRAZ                                            ,62,439005.6,4475525.5,POINT (-3.7190652153144943 40.42813057979362)
2516,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,AVENIDA                  MEMORIA                                           ,4,0.0,0.0,POINT (-7.488743884387038 0)
2517,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CAMINO                   ROBLEDAL                                          ,2,0.0,0.0,POINT (-7.488743884387038 0)
2518,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,PASEO                    JUAN XXIII                                        ,9,0.0,0.0,POINT (-7.488743884387038 0)
2519,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    SANTIAGO RUSIÃOL                                  ,13,439165.62,4477628.5,POINT (-3.7173802117525248 40.447086987758325)
2520,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    VIRGEN DE LOS ROSALES                             ,1,434727.62,4478395.5,POINT (-3.7697891640665975 40.45365974211953)
2521,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    REY FRANCISCO                                     ,14,439213.6,4475413.5,POINT (-3.716602569049287 40.427136860330265)
2522,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ISLAS BISAGOS                                     ,13,439284.94,4479917.5,POINT (-3.7161921853360442 40.46771590051684)
2523,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,VALDEMARIN          ,5,MONCLOA-ARAVACA     ,9,CALLE                    VALDESQUI                                         ,4,434506.88,4479661.0,POINT (-3.772522811609755 40.46504233700561)
2524,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    SANCHEZ PRECIADO                                  ,15,439664.62,4478920.5,POINT (-3.711619035710564 40.458762205109124)
2525,AUTOESCUELA,AUTOESCUELA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    SAN VICENTE                                       ,22,439289.6,4474708.5,POINT (-3.7156393698454093 40.420791462185015)
2526,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    ANICETO MARINAS                                   ,108,437771.62,4475901.5,POINT (-3.7336483387422703 40.43142634454655)
2527,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    NUEVA ZELANDA                                     ,21,0.0,0.0,POINT (-7.488743884387038 0)
2528,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    FUENTE DEL REY                                    ,44,434165.66,4478925.5,POINT (-3.776471020906964 40.45838979876318)
2529,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    ESTUDIO                                           ,12,433381.66,4479215.5,POINT (-3.7857473818683034 40.46093970758975)
2530,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    LUISA FERNANDA                                    ,12,439337.6,4475259.5,POINT (-3.715126164295633 40.425758612664595)
2531,CENTRO DE EDUCACION DE PERSONAS ADULTAS (CEPA),ADULTOS,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,20,439365.6,4475152.5,POINT (-3.7147859032025976 40.42479675112963)
2532,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,PASEO                    PINTOR ROSALES                                    ,32,438940.6,4475430.5,POINT (-3.7198223211165278 40.42727001130226)
2533,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    EVARISTO SAN MIGUEL                               ,13,439273.6,4475284.5,POINT (-3.715882968142895 40.425979154475556)
2534,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    FRANCISCO Y JACINTO ALCANTARA                     ,2,438561.62,4475370.5,POINT (-3.724283937435457 40.42670160447961)
2535,ENSENANZA DE IDIOMAS,IDIOMAS,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,PASEO                    MELCHOR CANO                                      ,2,437851.62,4475474.5,POINT (-3.732663496884307 40.42758574139842)
2536,AUTOESCUELA,AUTOESCUELA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    TUTOR                                             ,49,439066.62,4475883.5,POINT (-3.718380218519477 40.4313600667216)
2537,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    FERRAZ                                            ,77,438647.62,4475975.5,POINT (-3.7233285693930913 40.432158040990544)
2538,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,PASEO                    JUAN XXIII                                        ,1,438918.62,4477257.5,POINT (-3.7202570268737722 40.4437267623006)
2539,EDUCACION TERCIARIA NO UNIVERSITARIA,TERCIARIA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,PASEO                    COMANDANTE FORTEA                                 ,42,437878.62,4475457.5,POINT (-3.7323435590435943 40.42743461525264)
2540,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,PLAZA                    CIENCIAS                                          ,2,438487.62,4478022.5,POINT (-3.7254129821917874 40.450586398825344)
2541,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    BARDEGUERAL                                       ,16,434577.62,4477994.5,POINT (-3.771516719864774 40.45003562890244)
2542,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    VALDEVARNES                                       ,26,439179.62,4480067.5,POINT (-3.7174488226935565 40.469059450989675)
2543,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    SANTA FE                                          ,4,437579.62,4475920.5,POINT (-3.735913632922948 40.4315831177869)
2544,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    VALDIVIESO                                        ,6,433833.66,4478952.5,POINT (-3.780389204523677 40.45860665353828)
2545,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    SANTIAGO RUSIÃOL                                  ,4,439290.62,4477602.5,POINT (-3.7159037922192946 40.44686190701809)
2546,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,AVENIDA                  VALLADOLID                                        ,2,438319.62,4475392.5,POINT (-3.727138740625363 40.426881882578655)
2547,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    SANCHEZ PRECIADO                                  ,14,439688.62,4478921.5,POINT (-3.711336086057664 40.458772955698365)
2548,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    VALDERREY                                         ,30,438942.62,4479945.5,POINT (-3.7202325697123335 40.46794304529466)
2549,CENTROS PRIVADOS DE EDUCACION PRIMARIA,PRIMARIA,PRIVADO,EL PLANTIO          ,6,MONCLOA-ARAVACA     ,9,AVENIDA                  VICTORIA                                          ,98,429668.66,4480557.5,POINT (-3.8296858412384904 40.47272264145684)
2550,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    ARJONA                                            ,4,433704.66,4479133.5,POINT (-3.7819294465431526 40.46022686459837)
2551,CENTRO DE INFANTIL Y PRIMARIA PRIVADO,INFANTIL Y PRIMARIA,PRIVADO,VALDEMARIN          ,5,MONCLOA-ARAVACA     ,9,CAMINO                   ZARZUELA                                          ,42,432880.4,4480216.5,POINT (-3.7917649721545605 40.46991659163249)
2552,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,EL PLANTIO          ,6,MONCLOA-ARAVACA     ,9,CALLE                    LAMIACO                                           ,12,430362.66,4480674.5,POINT (-3.821512499008789 40.47383506830383)
2553,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    CONDE DE LA CIMERA                                ,4,439374.62,4477571.5,POINT (-3.714910352394962 40.44658877644326)
2554,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    ARROYOFRESNO                                      ,1,436471.62,4480311.5,POINT (-3.749414804507758 40.47105479323465)
2555,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    PRINCESA                                          ,19,439479.6,4475317.5,POINT (-3.71345782402961 40.426291443864834)
2556,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,56,439101.6,4475529.5,POINT (-3.717933935314435 40.42817364668958)
2557,AUTOESCUELA,AUTOESCUELA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    BUEN SUCESO                                       ,6,439241.6,4475681.5,POINT (-3.7162981192732247 40.429553164603995)
2558,AUTOESCUELA,AUTOESCUELA,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    GOLONDRINA                                        ,60,433412.66,4478055.5,POINT (-3.78526010848088 40.45049263023299)
2559,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    MARTIN DE LOS HEROS                               ,74,438980.62,4475866.5,POINT (-3.7193924164393226 40.43120061923637)
2560,ESCUELAS INFANTILES DE SEGUNDO CICLO,INFANTIL,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ARMENTEROS                                        ,46,439554.62,4479589.5,POINT (-3.7129800399497994 40.46478081930716)
2561,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,EL PLANTIO          ,6,MONCLOA-ARAVACA     ,9,AVENIDA                  VICTORIA                                          ,70,430000.66,4480369.5,POINT (-3.825748939628366 40.471057159275574)
2562,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    FRANCOS RODRIGUEZ                                 ,106,439211.62,4479077.5,POINT (-3.716976535175167 40.46014350656856)
2563,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    VALDERRODRIGO                                     ,88,439128.62,4480107.5,POINT (-3.718054221561222 40.46941604984867)
2564,EDUCACION UNIVERSITARIA PRIVADA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    VASCOS                                            ,17,439689.62,4477740.5,POINT (-3.711212110399565 40.448134108867066)
2565,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ISLA DE NELSON                                    ,1,438689.62,4479622.5,POINT (-3.723185520849268 40.46501471289936)
2566,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    ARMENTEROS                                        ,16,439602.62,4479480.5,POINT (-3.7124035258491985 40.46380239668444)
2567,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,CALLE                    VALLADOLID                                        ,9,438287.62,4475290.5,POINT (-3.727506053261616 40.425960651691526)
2568,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    ALTAMIRANO                                        ,7,0.0,0.0,POINT (-7.488743884387038 0)
2569,ESCUELAS INFANTILES DE PRIMER CICLO,INFANTIL,PRIVADO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,20,439364.6,4475180.5,POINT (-3.714800360994494 40.42504891448149)
2570,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,PASEO                    PUERTA DEL ANGEL                                  ,5,437830.62,4474150.5,POINT (-3.732781610135662 40.41565704268229)
2571,CENTROS PUBLICOS DE EDUCACION PRIMARIA,PRIMARIA,PUBLICO,ARGUELLES           ,2,MONCLOA-ARAVACA     ,9,CALLE                    JUAN ALVAREZ MENDIZABAL                           ,20,439364.6,4475180.5,POINT (-3.714800360994494 40.42504891448149)
2572,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    JUAN DEL ROSAL                                    ,16,437441.62,4478041.5,POINT (-3.7377493271158966 40.450679494388126)
2573,"CENTRO DE PRIMARIA, SECUNDARIA, BACHILLERATO Y/O FP PRIVADO","PRIMARIA, SECUNDARIA, BACH, FP",PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,TRAVESIA                 ANTONIO NEBRIJA                                   ,4,0.0,0.0,POINT (-7.488743884387038 0)
2574,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,ARAVACA             ,7,MONCLOA-ARAVACA     ,9,CALLE                    CAROLI                                            ,10,0.0,0.0,POINT (-7.488743884387038 0)
2575,EDUCACION UNIVERSITARIA PUBLICA,UNIVERSITARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    SENDA DEL REY                                     ,2,437800.62,4476346.5,POINT (-3.73335001692414 40.4354372456404)
2576,"ENSENANZA NO REGLADA (DEPORTIVA Y RECREATIVA, CULTURAL, CLASES DE RECUPERACION, INFORMATICA)",NO REGLADA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    EXPLANADA                                         ,12,439641.62,4477734.5,POINT (-3.7117775402960715 40.44807657469641)
2577,CENTROS PRIVADOS DE EDUCACION PRIMARIA,PRIMARIA,PRIVADO,CIUDAD UNIVERSITARIA,3,MONCLOA-ARAVACA     ,9,CALLE                    ISLA SOLEDAD                                      ,2,438570.62,4479940.5,POINT (-3.7246198638472947 40.46787057882217)
2578,CENTRO DE INFANTIL Y PRIMARIA PUBLICO,INFANTIL Y PRIMARIA,PUBLICO,CASA DE CAMPO       ,1,MONCLOA-ARAVACA     ,9,PASEO                    COMANDANTE FORTEA                                 ,71,437748.62,4475613.5,POINT (-3.7338912744199413 40.428830207049856)
2579,"CENTRO PUBLICO DE SECUNDARIA, BACHILLERATO Y/O FP","SECUNDARIA, BACH, FP",PUBLICO,VALDEZARZA          ,4,MONCLOA-ARAVACA     ,9,CALLE                    VALDESANGIL                                       ,25,439130.62,4479918.5,POINT (-3.7180124977537305 40.467713615935686)
